frame_index,exercise,rep_id,is_form_ok,angles
201,none,0,True,"{'knee': np.float64(176.09239965911658), 'elbow': np.float64(177.02398887663517)}"
202,none,0,True,"{'knee': np.float64(175.59797749648897), 'elbow': np.float64(175.69777916707122)}"
203,none,0,True,"{'knee': np.float64(176.56991661278485), 'elbow': np.float64(175.07084504705531)}"
204,none,0,True,"{'knee': np.float64(173.07391613829859), 'elbow': np.float64(174.11311933714939)}"
205,none,0,True,"{'knee': np.float64(169.77714875637565), 'elbow': np.float64(173.59156363029118)}"
206,none,0,True,"{'knee': np.float64(169.22628225957848), 'elbow': np.float64(172.24403405243743)}"
207,none,0,True,"{'knee': np.float64(160.2344810483634), 'elbow': np.float64(172.61196280282292)}"
208,none,0,True,"{'knee': np.float64(167.50009644446536), 'elbow': np.float64(173.4088551755745)}"
209,none,0,True,"{'knee': np.float64(166.14911597577935), 'elbow': np.float64(176.32036556936586)}"
210,none,0,True,"{'knee': np.float64(170.75600278144202), 'elbow': np.float64(178.6297349053819)}"
211,none,0,True,"{'knee': np.float64(178.38088647004082), 'elbow': np.float64(179.61947278351414)}"
212,none,0,True,"{'knee': np.float64(178.47247455778708), 'elbow': np.float64(179.31194258097892)}"
213,none,0,True,"{'knee': np.float64(173.20569365078697), 'elbow': np.float64(174.86813618234905)}"
214,none,0,True,"{'knee': np.float64(177.6665649832974), 'elbow': np.float64(174.234897792365)}"
215,none,0,True,"{'knee': np.float64(176.8728094355787), 'elbow': np.float64(173.31779322502297)}"
216,none,0,True,"{'knee': np.float64(179.3934921128731), 'elbow': np.float64(171.30308973203637)}"
217,none,0,True,"{'knee': np.float64(179.06284019826697), 'elbow': np.float64(175.66221446105865)}"
218,none,0,True,"{'knee': np.float64(177.51213507786815), 'elbow': np.float64(177.28647486948574)}"
219,none,0,True,"{'knee': np.float64(179.10326971994186), 'elbow': np.float64(170.89972056196598)}"
220,none,0,True,"{'knee': np.float64(178.50198676199054), 'elbow': np.float64(167.06743523003112)}"
221,none,0,True,"{'knee': np.float64(172.89634445414518), 'elbow': np.float64(179.08512350557106)}"
222,none,0,True,"{'knee': np.float64(174.95228077440862), 'elbow': np.float64(179.9319674785788)}"
223,pushup,2,True,"{'knee': np.float64(166.4328398464775), 'elbow': np.float64(157.894613938248)}"
224,pushup,2,True,"{'knee': np.float64(174.05620307587787), 'elbow': np.float64(158.00700551186333)}"
225,pushup,2,True,"{'knee': np.float64(170.8822244668713), 'elbow': np.float64(149.39120343734803)}"
226,none,0,True,"{'knee': np.float64(167.76467248606394), 'elbow': np.float64(165.26373668631211)}"
227,pushup,2,True,"{'knee': np.float64(165.27177685103993), 'elbow': np.float64(146.93297031193225)}"
228,pushup,2,True,"{'knee': np.float64(165.8370134736398), 'elbow': np.float64(120.53169312869001)}"
229,squat,0,True,"{'knee': np.float64(159.1984309638891), 'elbow': np.float64(115.51287343995475)}"
230,squat,0,True,"{'knee': np.float64(158.30480711154516), 'elbow': np.float64(127.36638916380558)}"
231,squat,0,True,"{'knee': np.float64(152.64670936922002), 'elbow': np.float64(160.36216694893116)}"
232,squat,0,True,"{'knee': np.float64(153.40329821199083), 'elbow': np.float64(136.376528318625)}"
233,squat,0,True,"{'knee': np.float64(152.55118342304388), 'elbow': np.float64(161.80500417887714)}"
234,squat,0,True,"{'knee': np.float64(149.72977075948012), 'elbow': np.float64(176.02955996739482)}"
235,squat,0,True,"{'knee': np.float64(147.49994333904272), 'elbow': np.float64(177.6554525105415)}"
236,squat,0,True,"{'knee': np.float64(149.84754908256198), 'elbow': np.float64(142.88141038963377)}"
237,squat,0,True,"{'knee': np.float64(150.29354193568474), 'elbow': np.float64(147.92694000905198)}"
238,squat,0,True,"{'knee': np.float64(148.42437005503228), 'elbow': np.float64(20.86131905634168)}"
239,squat,0,True,"{'knee': np.float64(151.54975975018982), 'elbow': np.float64(19.388960100123494)}"
240,squat,0,True,"{'knee': np.float64(153.4157975645016), 'elbow': np.float64(16.93657588394227)}"
241,squat,0,True,"{'knee': np.float64(154.65855611779753), 'elbow': np.float64(17.4655082018033)}"
242,squat,0,True,"{'knee': np.float64(155.5034384901644), 'elbow': np.float64(14.997653808953858)}"
243,squat,0,True,"{'knee': np.float64(155.4811509701025), 'elbow': np.float64(18.05282001500848)}"
244,squat,0,True,"{'knee': np.float64(157.73357298959186), 'elbow': np.float64(76.35585155411573)}"
245,pushup,3,True,"{'knee': np.float64(161.3749134383926), 'elbow': np.float64(34.29360838905544)}"
246,squat,0,True,"{'knee': np.float64(159.24826226135704), 'elbow': np.float64(28.52506502587587)}"
247,squat,0,True,"{'knee': np.float64(159.51772581023087), 'elbow': np.float64(25.22760882550885)}"
248,squat,0,True,"{'knee': np.float64(151.78247592117998), 'elbow': np.float64(17.985534186058544)}"
249,squat,0,True,"{'knee': np.float64(152.3137120582954), 'elbow': np.float64(17.24001805611575)}"
250,squat,0,True,"{'knee': np.float64(157.67173820721663), 'elbow': np.float64(16.620550771699186)}"
251,pushup,3,True,"{'knee': np.float64(160.19241771730935), 'elbow': np.float64(18.56687939637654)}"
252,pushup,3,True,"{'knee': np.float64(162.53906323736643), 'elbow': np.float64(19.666801304396483)}"
253,pushup,3,True,"{'knee': np.float64(160.9770272279852), 'elbow': np.float64(20.310934197331587)}"
254,squat,0,True,"{'knee': np.float64(159.6079398698515), 'elbow': np.float64(21.80539106961131)}"
255,squat,0,True,"{'knee': np.float64(159.84552846894152), 'elbow': np.float64(21.568850583248985)}"
256,pushup,3,True,"{'knee': np.float64(160.30816179230027), 'elbow': np.float64(21.051493629963662)}"
257,pushup,3,True,"{'knee': np.float64(161.03472766427595), 'elbow': np.float64(21.56255405082045)}"
258,pushup,3,True,"{'knee': np.float64(166.15374512803893), 'elbow': np.float64(24.73441401901647)}"
259,pushup,3,True,"{'knee': np.float64(168.77123163795602), 'elbow': np.float64(22.586668246268786)}"
260,pushup,3,True,"{'knee': np.float64(168.85271317287882), 'elbow': np.float64(12.33571400603707)}"
261,pushup,3,True,"{'knee': np.float64(170.14857614734242), 'elbow': np.float64(26.022713816327737)}"
262,pushup,3,True,"{'knee': np.float64(171.6829546247279), 'elbow': np.float64(82.20187038852906)}"
263,pushup,3,True,"{'knee': np.float64(166.349200489689), 'elbow': np.float64(105.03202676181402)}"
264,pushup,3,True,"{'knee': np.float64(161.99353941550393), 'elbow': np.float64(122.80124154334237)}"
265,squat,0,True,"{'knee': np.float64(151.33964429318192), 'elbow': np.float64(134.5817362627049)}"
266,squat,0,True,"{'knee': np.float64(152.15828689652247), 'elbow': np.float64(154.26023338841915)}"
267,squat,0,True,"{'knee': np.float64(153.86391127816688), 'elbow': np.float64(162.194830309644)}"
268,squat,0,True,"{'knee': np.float64(150.62384191202244), 'elbow': np.float64(164.3483589891025)}"
269,squat,0,True,"{'knee': np.float64(156.3156063576868), 'elbow': np.float64(179.6328655943352)}"
270,squat,0,True,"{'knee': np.float64(153.14257976407464), 'elbow': np.float64(173.45692162570992)}"
271,squat,0,True,"{'knee': np.float64(158.7667935371538), 'elbow': np.float64(179.5433255545736)}"
272,squat,0,True,"{'knee': np.float64(157.84639007874407), 'elbow': np.float64(178.54330444933615)}"
273,none,0,True,"{'knee': np.float64(163.02396671382863), 'elbow': np.float64(175.84923007945264)}"
